"","Auth1","Auth2","ref.year","journal","tax_name","top1_tax_name","tax_id"
"151166","Owen,S.","Saksena,N.K.",2000,"AIDS 14 (3), 213-223 (2000)","Human immunodeficiency virus 1","Viruses",11676
"223166","Lal,R.B.","Saksena,N.K.",2000,"AIDS 14 (3), 213-223 (2000)","Human immunodeficiency virus 1","Viruses",11676
"1301","Op De Coul,E.","van den Burg,R.",2000,"AIDS Res. Hum. Retroviruses 16 (4), 327-336 (2000)","Human immunodeficiency virus 1","Viruses",11676
"2228","Op De Coul,E.","Asjo,B.",2000,"AIDS Res. Hum. Retroviruses 16 (4), 327-336 (2000)","Human immunodeficiency virus 1","Viruses",11676
"3190","Op De Coul,E.","Goudsmit,J.",2000,"AIDS Res. Hum. Retroviruses 16 (4), 327-336 (2000)","Human immunodeficiency virus 1","Viruses",11676
"4175","Op De Coul,E.","Cupsa,A.",2000,"AIDS Res. Hum. Retroviruses 16 (4), 327-336 (2000)","Human immunodeficiency virus 1","Viruses",11676
"5182","Op De Coul,E.","Pascu,R.",2000,"AIDS Res. Hum. Retroviruses 16 (4), 327-336 (2000)","Human immunodeficiency virus 1","Viruses",11676
"6134","Op De Coul,E.","Usein,C.",2000,"AIDS Res. Hum. Retroviruses 16 (4), 327-336 (2000)","Human immunodeficiency virus 1","Viruses",11676
"7155","Op De Coul,E.","Cornelissen,M.",2000,"AIDS Res. Hum. Retroviruses 16 (4), 327-336 (2000)","Human immunodeficiency virus 1","Viruses",11676
"76213","van den Burg,R.","Asjo,B.",2000,"AIDS Res. Hum. Retroviruses 16 (4), 327-336 (2000)","Human immunodeficiency virus 1","Viruses",11676
"77203","van den Burg,R.","Goudsmit,J.",2000,"AIDS Res. Hum. Retroviruses 16 (4), 327-336 (2000)","Human immunodeficiency virus 1","Viruses",11676
"78167","van den Burg,R.","Cupsa,A.",2000,"AIDS Res. Hum. Retroviruses 16 (4), 327-336 (2000)","Human immunodeficiency virus 1","Viruses",11676
"79146","van den Burg,R.","Pascu,R.",2000,"AIDS Res. Hum. Retroviruses 16 (4), 327-336 (2000)","Human immunodeficiency virus 1","Viruses",11676
"80129","van den Burg,R.","Usein,C.",2000,"AIDS Res. Hum. Retroviruses 16 (4), 327-336 (2000)","Human immunodeficiency virus 1","Viruses",11676
"81119","van den Burg,R.","Cornelissen,M.",2000,"AIDS Res. Hum. Retroviruses 16 (4), 327-336 (2000)","Human immunodeficiency virus 1","Viruses",11676
"150180","Asjo,B.","Goudsmit,J.",2000,"AIDS Res. Hum. Retroviruses 16 (4), 327-336 (2000)","Human immunodeficiency virus 1","Viruses",11676
"151167","Asjo,B.","Cupsa,A.",2000,"AIDS Res. Hum. Retroviruses 16 (4), 327-336 (2000)","Human immunodeficiency virus 1","Viruses",11676
"152146","Asjo,B.","Pascu,R.",2000,"AIDS Res. Hum. Retroviruses 16 (4), 327-336 (2000)","Human immunodeficiency virus 1","Viruses",11676
"153129","Asjo,B.","Usein,C.",2000,"AIDS Res. Hum. Retroviruses 16 (4), 327-336 (2000)","Human immunodeficiency virus 1","Viruses",11676
"154103","Asjo,B.","Cornelissen,M.",2000,"AIDS Res. Hum. Retroviruses 16 (4), 327-336 (2000)","Human immunodeficiency virus 1","Viruses",11676
"223167","Goudsmit,J.","Cupsa,A.",2000,"AIDS Res. Hum. Retroviruses 16 (4), 327-336 (2000)","Human immunodeficiency virus 1","Viruses",11676
"224146","Goudsmit,J.","Pascu,R.",2000,"AIDS Res. Hum. Retroviruses 16 (4), 327-336 (2000)","Human immunodeficiency virus 1","Viruses",11676
"225129","Goudsmit,J.","Usein,C.",2000,"AIDS Res. Hum. Retroviruses 16 (4), 327-336 (2000)","Human immunodeficiency virus 1","Viruses",11676
"226103","Goudsmit,J.","Cornelissen,M.",2000,"AIDS Res. Hum. Retroviruses 16 (4), 327-336 (2000)","Human immunodeficiency virus 1","Viruses",11676
"295146","Cupsa,A.","Pascu,R.",2000,"AIDS Res. Hum. Retroviruses 16 (4), 327-336 (2000)","Human immunodeficiency virus 1","Viruses",11676
"296129","Cupsa,A.","Usein,C.",2000,"AIDS Res. Hum. Retroviruses 16 (4), 327-336 (2000)","Human immunodeficiency virus 1","Viruses",11676
"297103","Cupsa,A.","Cornelissen,M.",2000,"AIDS Res. Hum. Retroviruses 16 (4), 327-336 (2000)","Human immunodeficiency virus 1","Viruses",11676
"366129","Pascu,R.","Usein,C.",2000,"AIDS Res. Hum. Retroviruses 16 (4), 327-336 (2000)","Human immunodeficiency virus 1","Viruses",11676
"367103","Pascu,R.","Cornelissen,M.",2000,"AIDS Res. Hum. Retroviruses 16 (4), 327-336 (2000)","Human immunodeficiency virus 1","Viruses",11676
"436103","Usein,C.","Cornelissen,M.",2000,"AIDS Res. Hum. Retroviruses 16 (4), 327-336 (2000)","Human immunodeficiency virus 1","Viruses",11676
"1302","Lee,J.S.","Nam,J.G.",2000,"AIDS Res. Hum. Retroviruses 16 (11), 1083-1087 (2000)","Human immunodeficiency virus 1","Viruses",11676
"2229","Lee,J.S.","Kim,E.Y.",2000,"AIDS Res. Hum. Retroviruses 16 (11), 1083-1087 (2000)","Human immunodeficiency virus 1","Viruses",11676
"3191","Lee,J.S.","Kang,C.",2000,"AIDS Res. Hum. Retroviruses 16 (11), 1083-1087 (2000)","Human immunodeficiency virus 1","Viruses",11676
"4176","Lee,J.S.","Koo,B.K.",2000,"AIDS Res. Hum. Retroviruses 16 (11), 1083-1087 (2000)","Human immunodeficiency virus 1","Viruses",11676
"5183","Lee,J.S.","Cho,H.W.",2000,"AIDS Res. Hum. Retroviruses 16 (11), 1083-1087 (2000)","Human immunodeficiency virus 1","Viruses",11676
"76214","Nam,J.G.","Kim,E.Y.",2000,"AIDS Res. Hum. Retroviruses 16 (11), 1083-1087 (2000)","Human immunodeficiency virus 1","Viruses",11676
"77204","Nam,J.G.","Kang,C.",2000,"AIDS Res. Hum. Retroviruses 16 (11), 1083-1087 (2000)","Human immunodeficiency virus 1","Viruses",11676
"78168","Nam,J.G.","Koo,B.K.",2000,"AIDS Res. Hum. Retroviruses 16 (11), 1083-1087 (2000)","Human immunodeficiency virus 1","Viruses",11676
"79147","Nam,J.G.","Cho,H.W.",2000,"AIDS Res. Hum. Retroviruses 16 (11), 1083-1087 (2000)","Human immunodeficiency virus 1","Viruses",11676
"150181","Kim,E.Y.","Kang,C.",2000,"AIDS Res. Hum. Retroviruses 16 (11), 1083-1087 (2000)","Human immunodeficiency virus 1","Viruses",11676
"151168","Kim,E.Y.","Koo,B.K.",2000,"AIDS Res. Hum. Retroviruses 16 (11), 1083-1087 (2000)","Human immunodeficiency virus 1","Viruses",11676
"152147","Kim,E.Y.","Cho,H.W.",2000,"AIDS Res. Hum. Retroviruses 16 (11), 1083-1087 (2000)","Human immunodeficiency virus 1","Viruses",11676
"223168","Kang,C.","Koo,B.K.",2000,"AIDS Res. Hum. Retroviruses 16 (11), 1083-1087 (2000)","Human immunodeficiency virus 1","Viruses",11676
"224147","Kang,C.","Cho,H.W.",2000,"AIDS Res. Hum. Retroviruses 16 (11), 1083-1087 (2000)","Human immunodeficiency virus 1","Viruses",11676
"295147","Koo,B.K.","Cho,H.W.",2000,"AIDS Res. Hum. Retroviruses 16 (11), 1083-1087 (2000)","Human immunodeficiency virus 1","Viruses",11676
"1303","Binverted question markelec,L.","Piketty,C.",2000,"J. Infect. Dis. 181 (5), 1808-1812 (2000)","Human immunodeficiency virus 1","Viruses",11676
"2230","Binverted question markelec,L.","Si-Mohamed,A.",2000,"J. Infect. Dis. 181 (5), 1808-1812 (2000)","Human immunodeficiency virus 1","Viruses",11676
"3192","Binverted question markelec,L.","Goujon,C.",2000,"J. Infect. Dis. 181 (5), 1808-1812 (2000)","Human immunodeficiency virus 1","Viruses",11676
"4177","Binverted question markelec,L.","Hallouin,M.C.",2000,"J. Infect. Dis. 181 (5), 1808-1812 (2000)","Human immunodeficiency virus 1","Viruses",11676
"5184","Binverted question markelec,L.","Cotigny,S.",2000,"J. Infect. Dis. 181 (5), 1808-1812 (2000)","Human immunodeficiency virus 1","Viruses",11676
"6135","Binverted question markelec,L.","Weiss,L.",2000,"J. Infect. Dis. 181 (5), 1808-1812 (2000)","Human immunodeficiency virus 1","Viruses",11676
"7156","Binverted question markelec,L.","Kazatchkine,M.D.",2000,"J. Infect. Dis. 181 (5), 1808-1812 (2000)","Human immunodeficiency virus 1","Viruses",11676
"76215","Piketty,C.","Si-Mohamed,A.",2000,"J. Infect. Dis. 181 (5), 1808-1812 (2000)","Human immunodeficiency virus 1","Viruses",11676
"77205","Piketty,C.","Goujon,C.",2000,"J. Infect. Dis. 181 (5), 1808-1812 (2000)","Human immunodeficiency virus 1","Viruses",11676
"78169","Piketty,C.","Hallouin,M.C.",2000,"J. Infect. Dis. 181 (5), 1808-1812 (2000)","Human immunodeficiency virus 1","Viruses",11676
"79148","Piketty,C.","Cotigny,S.",2000,"J. Infect. Dis. 181 (5), 1808-1812 (2000)","Human immunodeficiency virus 1","Viruses",11676
"80130","Piketty,C.","Weiss,L.",2000,"J. Infect. Dis. 181 (5), 1808-1812 (2000)","Human immunodeficiency virus 1","Viruses",11676
"81120","Piketty,C.","Kazatchkine,M.D.",2000,"J. Infect. Dis. 181 (5), 1808-1812 (2000)","Human immunodeficiency virus 1","Viruses",11676
"150182","Si-Mohamed,A.","Goujon,C.",2000,"J. Infect. Dis. 181 (5), 1808-1812 (2000)","Human immunodeficiency virus 1","Viruses",11676
"151169","Si-Mohamed,A.","Hallouin,M.C.",2000,"J. Infect. Dis. 181 (5), 1808-1812 (2000)","Human immunodeficiency virus 1","Viruses",11676
"152148","Si-Mohamed,A.","Cotigny,S.",2000,"J. Infect. Dis. 181 (5), 1808-1812 (2000)","Human immunodeficiency virus 1","Viruses",11676
"153130","Si-Mohamed,A.","Weiss,L.",2000,"J. Infect. Dis. 181 (5), 1808-1812 (2000)","Human immunodeficiency virus 1","Viruses",11676
"154104","Si-Mohamed,A.","Kazatchkine,M.D.",2000,"J. Infect. Dis. 181 (5), 1808-1812 (2000)","Human immunodeficiency virus 1","Viruses",11676
"223169","Goujon,C.","Hallouin,M.C.",2000,"J. Infect. Dis. 181 (5), 1808-1812 (2000)","Human immunodeficiency virus 1","Viruses",11676
"224148","Goujon,C.","Cotigny,S.",2000,"J. Infect. Dis. 181 (5), 1808-1812 (2000)","Human immunodeficiency virus 1","Viruses",11676
"225130","Goujon,C.","Weiss,L.",2000,"J. Infect. Dis. 181 (5), 1808-1812 (2000)","Human immunodeficiency virus 1","Viruses",11676
"226104","Goujon,C.","Kazatchkine,M.D.",2000,"J. Infect. Dis. 181 (5), 1808-1812 (2000)","Human immunodeficiency virus 1","Viruses",11676
"295148","Hallouin,M.C.","Cotigny,S.",2000,"J. Infect. Dis. 181 (5), 1808-1812 (2000)","Human immunodeficiency virus 1","Viruses",11676
"296130","Hallouin,M.C.","Weiss,L.",2000,"J. Infect. Dis. 181 (5), 1808-1812 (2000)","Human immunodeficiency virus 1","Viruses",11676
"297104","Hallouin,M.C.","Kazatchkine,M.D.",2000,"J. Infect. Dis. 181 (5), 1808-1812 (2000)","Human immunodeficiency virus 1","Viruses",11676
"366130","Cotigny,S.","Weiss,L.",2000,"J. Infect. Dis. 181 (5), 1808-1812 (2000)","Human immunodeficiency virus 1","Viruses",11676
"367104","Cotigny,S.","Kazatchkine,M.D.",2000,"J. Infect. Dis. 181 (5), 1808-1812 (2000)","Human immunodeficiency virus 1","Viruses",11676
"436104","Weiss,L.","Kazatchkine,M.D.",2000,"J. Infect. Dis. 181 (5), 1808-1812 (2000)","Human immunodeficiency virus 1","Viruses",11676
"1304","Quinones-Mateu,M.E.","Ball,S.C.",2000,"J. Virol. 74 (19), 9222-9233 (2000)","Human immunodeficiency virus 1","Viruses",11676
"2240","Quinones-Mateu,M.E.","Marozsan,A.J.",2000,"J. Virol. 74 (19), 9222-9233 (2000)","Human immunodeficiency virus 1","Viruses",11676
"3193","Quinones-Mateu,M.E.","Torre,V.S.",2000,"J. Virol. 74 (19), 9222-9233 (2000)","Human immunodeficiency virus 1","Viruses",11676
"4178","Quinones-Mateu,M.E.","Albright,J.L.",2000,"J. Virol. 74 (19), 9222-9233 (2000)","Human immunodeficiency virus 1","Viruses",11676
"5185","Quinones-Mateu,M.E.","Vanham,G.",2000,"J. Virol. 74 (19), 9222-9233 (2000)","Human immunodeficiency virus 1","Viruses",11676
"6136","Quinones-Mateu,M.E.","van Der Groen,G.",2000,"J. Virol. 74 (19), 9222-9233 (2000)","Human immunodeficiency virus 1","Viruses",11676
"7157","Quinones-Mateu,M.E.","Colebunders,R.L.",2000,"J. Virol. 74 (19), 9222-9233 (2000)","Human immunodeficiency virus 1","Viruses",11676
"8284","Quinones-Mateu,M.E.","Arts,E.J.",2000,"J. Virol. 74 (19), 9222-9233 (2000)","Human immunodeficiency virus 1","Viruses",11676
"76216","Ball,S.C.","Marozsan,A.J.",2000,"J. Virol. 74 (19), 9222-9233 (2000)","Human immunodeficiency virus 1","Viruses",11676
"77206","Ball,S.C.","Torre,V.S.",2000,"J. Virol. 74 (19), 9222-9233 (2000)","Human immunodeficiency virus 1","Viruses",11676
"78170","Ball,S.C.","Albright,J.L.",2000,"J. Virol. 74 (19), 9222-9233 (2000)","Human immunodeficiency virus 1","Viruses",11676
"79149","Ball,S.C.","Vanham,G.",2000,"J. Virol. 74 (19), 9222-9233 (2000)","Human immunodeficiency virus 1","Viruses",11676
"80131","Ball,S.C.","van Der Groen,G.",2000,"J. Virol. 74 (19), 9222-9233 (2000)","Human immunodeficiency virus 1","Viruses",11676
"81121","Ball,S.C.","Colebunders,R.L.",2000,"J. Virol. 74 (19), 9222-9233 (2000)","Human immunodeficiency virus 1","Viruses",11676
"8285","Ball,S.C.","Arts,E.J.",2000,"J. Virol. 74 (19), 9222-9233 (2000)","Human immunodeficiency virus 1","Viruses",11676
"150183","Marozsan,A.J.","Torre,V.S.",2000,"J. Virol. 74 (19), 9222-9233 (2000)","Human immunodeficiency virus 1","Viruses",11676
"151170","Marozsan,A.J.","Albright,J.L.",2000,"J. Virol. 74 (19), 9222-9233 (2000)","Human immunodeficiency virus 1","Viruses",11676
"152149","Marozsan,A.J.","Vanham,G.",2000,"J. Virol. 74 (19), 9222-9233 (2000)","Human immunodeficiency virus 1","Viruses",11676
"153131","Marozsan,A.J.","van Der Groen,G.",2000,"J. Virol. 74 (19), 9222-9233 (2000)","Human immunodeficiency virus 1","Viruses",11676
"154105","Marozsan,A.J.","Colebunders,R.L.",2000,"J. Virol. 74 (19), 9222-9233 (2000)","Human immunodeficiency virus 1","Viruses",11676
"15582","Marozsan,A.J.","Arts,E.J.",2000,"J. Virol. 74 (19), 9222-9233 (2000)","Human immunodeficiency virus 1","Viruses",11676
"223170","Torre,V.S.","Albright,J.L.",2000,"J. Virol. 74 (19), 9222-9233 (2000)","Human immunodeficiency virus 1","Viruses",11676
"224149","Torre,V.S.","Vanham,G.",2000,"J. Virol. 74 (19), 9222-9233 (2000)","Human immunodeficiency virus 1","Viruses",11676
"225131","Torre,V.S.","van Der Groen,G.",2000,"J. Virol. 74 (19), 9222-9233 (2000)","Human immunodeficiency virus 1","Viruses",11676
"226105","Torre,V.S.","Colebunders,R.L.",2000,"J. Virol. 74 (19), 9222-9233 (2000)","Human immunodeficiency virus 1","Viruses",11676
"22782","Torre,V.S.","Arts,E.J.",2000,"J. Virol. 74 (19), 9222-9233 (2000)","Human immunodeficiency virus 1","Viruses",11676
"295149","Albright,J.L.","Vanham,G.",2000,"J. Virol. 74 (19), 9222-9233 (2000)","Human immunodeficiency virus 1","Viruses",11676
"296131","Albright,J.L.","van Der Groen,G.",2000,"J. Virol. 74 (19), 9222-9233 (2000)","Human immunodeficiency virus 1","Viruses",11676
"297105","Albright,J.L.","Colebunders,R.L.",2000,"J. Virol. 74 (19), 9222-9233 (2000)","Human immunodeficiency virus 1","Viruses",11676
"29882","Albright,J.L.","Arts,E.J.",2000,"J. Virol. 74 (19), 9222-9233 (2000)","Human immunodeficiency virus 1","Viruses",11676
"366131","Vanham,G.","van Der Groen,G.",2000,"J. Virol. 74 (19), 9222-9233 (2000)","Human immunodeficiency virus 1","Viruses",11676
"367105","Vanham,G.","Colebunders,R.L.",2000,"J. Virol. 74 (19), 9222-9233 (2000)","Human immunodeficiency virus 1","Viruses",11676
"36882","Vanham,G.","Arts,E.J.",2000,"J. Virol. 74 (19), 9222-9233 (2000)","Human immunodeficiency virus 1","Viruses",11676
"436105","van Der Groen,G.","Colebunders,R.L.",2000,"J. Virol. 74 (19), 9222-9233 (2000)","Human immunodeficiency virus 1","Viruses",11676
"43782","van Der Groen,G.","Arts,E.J.",2000,"J. Virol. 74 (19), 9222-9233 (2000)","Human immunodeficiency virus 1","Viruses",11676
"50582","Colebunders,R.L.","Arts,E.J.",2000,"J. Virol. 74 (19), 9222-9233 (2000)","Human immunodeficiency virus 1","Viruses",11676
"1305","Picchio,G.R.","Valdez,H.",2000,"J. Acquir. Immune Defic. Syndr. 25 (4), 289-295 (2000)","Human immunodeficiency virus 1","Viruses",11676
"2250","Picchio,G.R.","Sabbe,R.",2000,"J. Acquir. Immune Defic. Syndr. 25 (4), 289-295 (2000)","Human immunodeficiency virus 1","Viruses",11676
"3194","Picchio,G.R.","Landay,A.L.",2000,"J. Acquir. Immune Defic. Syndr. 25 (4), 289-295 (2000)","Human immunodeficiency virus 1","Viruses",11676
"4179","Picchio,G.R.","Kuritzkes,D.R.",2000,"J. Acquir. Immune Defic. Syndr. 25 (4), 289-295 (2000)","Human immunodeficiency virus 1","Viruses",11676
"5186","Picchio,G.R.","Lederman,M.M.",2000,"J. Acquir. Immune Defic. Syndr. 25 (4), 289-295 (2000)","Human immunodeficiency virus 1","Viruses",11676
"6137","Picchio,G.R.","Mosier,D.E.",2000,"J. Acquir. Immune Defic. Syndr. 25 (4), 289-295 (2000)","Human immunodeficiency virus 1","Viruses",11676
"76217","Valdez,H.","Sabbe,R.",2000,"J. Acquir. Immune Defic. Syndr. 25 (4), 289-295 (2000)","Human immunodeficiency virus 1","Viruses",11676
"77207","Valdez,H.","Landay,A.L.",2000,"J. Acquir. Immune Defic. Syndr. 25 (4), 289-295 (2000)","Human immunodeficiency virus 1","Viruses",11676
"78171","Valdez,H.","Kuritzkes,D.R.",2000,"J. Acquir. Immune Defic. Syndr. 25 (4), 289-295 (2000)","Human immunodeficiency virus 1","Viruses",11676
"79150","Valdez,H.","Lederman,M.M.",2000,"J. Acquir. Immune Defic. Syndr. 25 (4), 289-295 (2000)","Human immunodeficiency virus 1","Viruses",11676
"80132","Valdez,H.","Mosier,D.E.",2000,"J. Acquir. Immune Defic. Syndr. 25 (4), 289-295 (2000)","Human immunodeficiency virus 1","Viruses",11676
"150184","Sabbe,R.","Landay,A.L.",2000,"J. Acquir. Immune Defic. Syndr. 25 (4), 289-295 (2000)","Human immunodeficiency virus 1","Viruses",11676
"151171","Sabbe,R.","Kuritzkes,D.R.",2000,"J. Acquir. Immune Defic. Syndr. 25 (4), 289-295 (2000)","Human immunodeficiency virus 1","Viruses",11676
"152150","Sabbe,R.","Lederman,M.M.",2000,"J. Acquir. Immune Defic. Syndr. 25 (4), 289-295 (2000)","Human immunodeficiency virus 1","Viruses",11676
"153132","Sabbe,R.","Mosier,D.E.",2000,"J. Acquir. Immune Defic. Syndr. 25 (4), 289-295 (2000)","Human immunodeficiency virus 1","Viruses",11676
"223171","Landay,A.L.","Kuritzkes,D.R.",2000,"J. Acquir. Immune Defic. Syndr. 25 (4), 289-295 (2000)","Human immunodeficiency virus 1","Viruses",11676
"224150","Landay,A.L.","Lederman,M.M.",2000,"J. Acquir. Immune Defic. Syndr. 25 (4), 289-295 (2000)","Human immunodeficiency virus 1","Viruses",11676
"225132","Landay,A.L.","Mosier,D.E.",2000,"J. Acquir. Immune Defic. Syndr. 25 (4), 289-295 (2000)","Human immunodeficiency virus 1","Viruses",11676
"295150","Kuritzkes,D.R.","Lederman,M.M.",2000,"J. Acquir. Immune Defic. Syndr. 25 (4), 289-295 (2000)","Human immunodeficiency virus 1","Viruses",11676
"296132","Kuritzkes,D.R.","Mosier,D.E.",2000,"J. Acquir. Immune Defic. Syndr. 25 (4), 289-295 (2000)","Human immunodeficiency virus 1","Viruses",11676
"366132","Lederman,M.M.","Mosier,D.E.",2000,"J. Acquir. Immune Defic. Syndr. 25 (4), 289-295 (2000)","Human immunodeficiency virus 1","Viruses",11676
"1306","Downing,R.","Pieniazek,D.",2000,"AIDS Res. Hum. Retroviruses 16 (8), 815-819 (2000)","Human immunodeficiency virus 1","Viruses",11676
"2260","Downing,R.","Hu,D.J.",2000,"AIDS Res. Hum. Retroviruses 16 (8), 815-819 (2000)","Human immunodeficiency virus 1","Viruses",11676
"3195","Downing,R.","Biryahwaho,B.",2000,"AIDS Res. Hum. Retroviruses 16 (8), 815-819 (2000)","Human immunodeficiency virus 1","Viruses",11676
"4180","Downing,R.","Fridlund,C.",2000,"AIDS Res. Hum. Retroviruses 16 (8), 815-819 (2000)","Human immunodeficiency virus 1","Viruses",11676
"5187","Downing,R.","Rayfield,M.A.",2000,"AIDS Res. Hum. Retroviruses 16 (8), 815-819 (2000)","Human immunodeficiency virus 1","Viruses",11676
"6138","Downing,R.","Sempala,S.D.",2000,"AIDS Res. Hum. Retroviruses 16 (8), 815-819 (2000)","Human immunodeficiency virus 1","Viruses",11676
"7158","Downing,R.","Lal,R.B.",2000,"AIDS Res. Hum. Retroviruses 16 (8), 815-819 (2000)","Human immunodeficiency virus 1","Viruses",11676
"76218","Pieniazek,D.","Hu,D.J.",2000,"AIDS Res. Hum. Retroviruses 16 (8), 815-819 (2000)","Human immunodeficiency virus 1","Viruses",11676
"77208","Pieniazek,D.","Biryahwaho,B.",2000,"AIDS Res. Hum. Retroviruses 16 (8), 815-819 (2000)","Human immunodeficiency virus 1","Viruses",11676
"78172","Pieniazek,D.","Fridlund,C.",2000,"AIDS Res. Hum. Retroviruses 16 (8), 815-819 (2000)","Human immunodeficiency virus 1","Viruses",11676
"79151","Pieniazek,D.","Rayfield,M.A.",2000,"AIDS Res. Hum. Retroviruses 16 (8), 815-819 (2000)","Human immunodeficiency virus 1","Viruses",11676
"80133","Pieniazek,D.","Sempala,S.D.",2000,"AIDS Res. Hum. Retroviruses 16 (8), 815-819 (2000)","Human immunodeficiency virus 1","Viruses",11676
"81122","Pieniazek,D.","Lal,R.B.",2000,"AIDS Res. Hum. Retroviruses 16 (8), 815-819 (2000)","Human immunodeficiency virus 1","Viruses",11676
"150185","Hu,D.J.","Biryahwaho,B.",2000,"AIDS Res. Hum. Retroviruses 16 (8), 815-819 (2000)","Human immunodeficiency virus 1","Viruses",11676
"151172","Hu,D.J.","Fridlund,C.",2000,"AIDS Res. Hum. Retroviruses 16 (8), 815-819 (2000)","Human immunodeficiency virus 1","Viruses",11676
"152151","Hu,D.J.","Rayfield,M.A.",2000,"AIDS Res. Hum. Retroviruses 16 (8), 815-819 (2000)","Human immunodeficiency virus 1","Viruses",11676
"153133","Hu,D.J.","Sempala,S.D.",2000,"AIDS Res. Hum. Retroviruses 16 (8), 815-819 (2000)","Human immunodeficiency virus 1","Viruses",11676
"154106","Hu,D.J.","Lal,R.B.",2000,"AIDS Res. Hum. Retroviruses 16 (8), 815-819 (2000)","Human immunodeficiency virus 1","Viruses",11676
"223172","Biryahwaho,B.","Fridlund,C.",2000,"AIDS Res. Hum. Retroviruses 16 (8), 815-819 (2000)","Human immunodeficiency virus 1","Viruses",11676
"224151","Biryahwaho,B.","Rayfield,M.A.",2000,"AIDS Res. Hum. Retroviruses 16 (8), 815-819 (2000)","Human immunodeficiency virus 1","Viruses",11676
"225133","Biryahwaho,B.","Sempala,S.D.",2000,"AIDS Res. Hum. Retroviruses 16 (8), 815-819 (2000)","Human immunodeficiency virus 1","Viruses",11676
"226106","Biryahwaho,B.","Lal,R.B.",2000,"AIDS Res. Hum. Retroviruses 16 (8), 815-819 (2000)","Human immunodeficiency virus 1","Viruses",11676
"295151","Fridlund,C.","Rayfield,M.A.",2000,"AIDS Res. Hum. Retroviruses 16 (8), 815-819 (2000)","Human immunodeficiency virus 1","Viruses",11676
"296133","Fridlund,C.","Sempala,S.D.",2000,"AIDS Res. Hum. Retroviruses 16 (8), 815-819 (2000)","Human immunodeficiency virus 1","Viruses",11676
"297106","Fridlund,C.","Lal,R.B.",2000,"AIDS Res. Hum. Retroviruses 16 (8), 815-819 (2000)","Human immunodeficiency virus 1","Viruses",11676
"366133","Rayfield,M.A.","Sempala,S.D.",2000,"AIDS Res. Hum. Retroviruses 16 (8), 815-819 (2000)","Human immunodeficiency virus 1","Viruses",11676
"367106","Rayfield,M.A.","Lal,R.B.",2000,"AIDS Res. Hum. Retroviruses 16 (8), 815-819 (2000)","Human immunodeficiency virus 1","Viruses",11676
"436106","Sempala,S.D.","Lal,R.B.",2000,"AIDS Res. Hum. Retroviruses 16 (8), 815-819 (2000)","Human immunodeficiency virus 1","Viruses",11676
"1307","Kiwelu,I.E.","Nakkestad,H.L.",2000,"AIDS Res. Hum. Retroviruses 16 (12), 1191-1195 (2000)","Human immunodeficiency virus 1","Viruses",11676
"2270","Kiwelu,I.E.","Shao,J.",2000,"AIDS Res. Hum. Retroviruses 16 (12), 1191-1195 (2000)","Human immunodeficiency virus 1","Viruses",11676
"3196","Kiwelu,I.E.","Sommerfelt,M.A.",2000,"AIDS Res. Hum. Retroviruses 16 (12), 1191-1195 (2000)","Human immunodeficiency virus 1","Viruses",11676
"76219","Nakkestad,H.L.","Shao,J.",2000,"AIDS Res. Hum. Retroviruses 16 (12), 1191-1195 (2000)","Human immunodeficiency virus 1","Viruses",11676
"77209","Nakkestad,H.L.","Sommerfelt,M.A.",2000,"AIDS Res. Hum. Retroviruses 16 (12), 1191-1195 (2000)","Human immunodeficiency virus 1","Viruses",11676
"150186","Shao,J.","Sommerfelt,M.A.",2000,"AIDS Res. Hum. Retroviruses 16 (12), 1191-1195 (2000)","Human immunodeficiency virus 1","Viruses",11676
"1308","Phan,K.O.","Callahan,M.E.",2000,"AIDS Res. Hum. Retroviruses 16 (14), 1445-1450 (2000)","Human immunodeficiency virus 1","Viruses",11676
"2280","Phan,K.O.","Vanichseni,S.",2000,"AIDS Res. Hum. Retroviruses 16 (14), 1445-1450 (2000)","Human immunodeficiency virus 1","Viruses",11676
"3197","Phan,K.O.","Hu,D.J.",2000,"AIDS Res. Hum. Retroviruses 16 (14), 1445-1450 (2000)","Human immunodeficiency virus 1","Viruses",11676
"4181","Phan,K.O.","Raktham,S.",2000,"AIDS Res. Hum. Retroviruses 16 (14), 1445-1450 (2000)","Human immunodeficiency virus 1","Viruses",11676
"5188","Phan,K.O.","Young,N.",2000,"AIDS Res. Hum. Retroviruses 16 (14), 1445-1450 (2000)","Human immunodeficiency virus 1","Viruses",11676
"6139","Phan,K.O.","Choopanya,K.",2000,"AIDS Res. Hum. Retroviruses 16 (14), 1445-1450 (2000)","Human immunodeficiency virus 1","Viruses",11676
"7159","Phan,K.O.","Mastro,T.D.",2000,"AIDS Res. Hum. Retroviruses 16 (14), 1445-1450 (2000)","Human immunodeficiency virus 1","Viruses",11676
"8286","Phan,K.O.","Subbarao,S.",2000,"AIDS Res. Hum. Retroviruses 16 (14), 1445-1450 (2000)","Human immunodeficiency virus 1","Viruses",11676
"76220","Callahan,M.E.","Vanichseni,S.",2000,"AIDS Res. Hum. Retroviruses 16 (14), 1445-1450 (2000)","Human immunodeficiency virus 1","Viruses",11676
"77224","Callahan,M.E.","Hu,D.J.",2000,"AIDS Res. Hum. Retroviruses 16 (14), 1445-1450 (2000)","Human immunodeficiency virus 1","Viruses",11676
